cid,cmpdname,cmpdsynonym,mw,mf,polararea,complexity,xlogp,heavycnt,hbonddonor,hbondacc,rotbonds,inchi,isosmiles,canonicalsmiles,inchikey,iupacname,exactmass,monoisotopicmass,charge,covalentunitcnt,isotopeatomcnt,totalatomstereocnt,definedatomstereocnt,undefinedatomstereocnt,totalbondstereocnt,definedbondstereocnt,undefinedbondstereocnt,pclidcnt,gpidcnt,gpfamilycnt,meshheadings,annothits,annothitcnt,aids,cidcdate,sidsrcname,depcatg,annotation
162732836,KRAS G12C inhibitor 52,KRAS G12C inhibitor 52|SCHEMBL25412792|HY-147633,670.700,C34H32F2N8O3S,157.000,1370.000,4.300,48,1,11,4,"InChI=1S/C34H32F2N8O3S/c1-7-23(45)42-14-22-32(46)41(6)29-28(43(22)13-17(42)5)19-12-21(36)25(18-8-9-20(35)30-26(18)40-34(37)48-30)39-31(19)44(33(29)47)27-16(4)10-11-38-24(27)15(2)3/h7-12,15,17,22H,1,13-14H2,2-6H3,(H2,37,40)/t17-,22-/m1/s1",C[C@@H]1CN2[C@H](CN1C(=O)C=C)C(=O)N(C3=C2C4=CC(=C(N=C4N(C3=O)C5=C(C=CN=C5C(C)C)C)C6=C7C(=C(C=C6)F)SC(=N7)N)F)C,CC1CN2C(CN1C(=O)C=C)C(=O)N(C3=C2C4=CC(=C(N=C4N(C3=O)C5=C(C=CN=C5C(C)C)C)C6=C7C(=C(C=C6)F)SC(=N7)N)F)C,BVZBQFKRIRKRES-VGOFRKELSA-N,"(4R,7R)-15-(2-amino-7-fluoro-1,3-benzothiazol-4-yl)-16-fluoro-4,9-dimethyl-12-(4-methyl-2-propan-2-ylpyridin-3-yl)-5-prop-2-enoyl-2,5,9,12,14-pentazatetracyclo[8.8.0.02,7.013,18]octadeca-1(10),13,15,17-tetraene-8,11-dione",670.229,670.229,0,1,0,2,2,0,0,0,0,0,0,0,"",Classification|Patents,2,"",20220405,MedChemexpress MCE|PATENTSCOPE (WIPO)|SureChEMBL,Chemical Vendors|Curation Efforts|Governmental Organizations|Research and Development,""
162732743,KRAS G12C inhibitor 51,"KRAS G12C inhibitor 51|2762632-78-8|DA-54675|HY-147632|6-cyclopropyl-7-(2-fluoro-6-hydroxyphenyl)-1-(4-methyl-2-propan-2-ylpyridin-3-yl)-4-[(2S)-2-methyl-4-prop-2-enoylpiperazin-1-yl]pyrido[2,3-d]pyrimidin-2-one",582.700,C33H35FN6O3,102.000,1100.000,4.800,43,1,6,6,"InChI=1S/C33H35FN6O3/c1-6-26(42)38-14-15-39(20(5)17-38)31-23-16-22(21-10-11-21)29(27-24(34)8-7-9-25(27)41)36-32(23)40(33(43)37-31)30-19(4)12-13-35-28(30)18(2)3/h6-9,12-13,16,18,20-21,41H,1,10-11,14-15,17H2,2-5H3/t20-/m0/s1",C[C@H]1CN(CCN1C2=NC(=O)N(C3=NC(=C(C=C32)C4CC4)C5=C(C=CC=C5F)O)C6=C(C=CN=C6C(C)C)C)C(=O)C=C,CC1CN(CCN1C2=NC(=O)N(C3=NC(=C(C=C32)C4CC4)C5=C(C=CC=C5F)O)C6=C(C=CN=C6C(C)C)C)C(=O)C=C,ITSNQKZLCHHZEF-FQEVSTJZSA-N,"6-cyclopropyl-7-(2-fluoro-6-hydroxyphenyl)-1-(4-methyl-2-propan-2-ylpyridin-3-yl)-4-[(2S)-2-methyl-4-prop-2-enoylpiperazin-1-yl]pyrido[2,3-d]pyrimidin-2-one",582.275,582.275,0,1,0,1,1,0,0,0,0,0,0,0,"",Classification|Patents,2,"",20220405,"Debye Scientific Co., Ltd|InvivoChem|MedChemexpress MCE|PATENTSCOPE (WIPO)|TargetMol",Chemical Vendors|Governmental Organizations,""
162679270,KRAS G12C inhibitor 23,"KRAS G12C inhibitor 23|2735721-00-1|SCHEMBL25679057|DA-54665|HY-145020|CS-0312209|11-fluoro-4-(4-methyl-2-propan-2-ylpyridin-3-yl)-1-[(2S)-2-methyl-4-prop-2-enoylpiperazin-1-yl]-6H-isochromeno[4,3-h]quinazolin-3-one",553.600,C32H32FN5O3,78.300,1050.000,4.500,41,0,5,4,"InChI=1S/C32H32FN5O3/c1-6-25(39)36-13-14-37(20(5)16-36)31-23-15-24(33)26-22-10-8-7-9-21(22)17-41-30(26)29(23)38(32(40)35-31)28-19(4)11-12-34-27(28)18(2)3/h6-12,15,18,20H,1,13-14,16-17H2,2-5H3/t20-/m0/s1",C[C@H]1CN(CCN1C2=NC(=O)N(C3=C4C(=C(C=C32)F)C5=CC=CC=C5CO4)C6=C(C=CN=C6C(C)C)C)C(=O)C=C,CC1CN(CCN1C2=NC(=O)N(C3=C4C(=C(C=C32)F)C5=CC=CC=C5CO4)C6=C(C=CN=C6C(C)C)C)C(=O)C=C,UWIDMHGDYVIUOQ-FQEVSTJZSA-N,"11-fluoro-4-(4-methyl-2-propan-2-ylpyridin-3-yl)-1-[(2S)-2-methyl-4-prop-2-enoylpiperazin-1-yl]-6H-isochromeno[4,3-h]quinazolin-3-one",553.249,553.249,0,1,0,1,1,0,0,0,0,0,0,0,"",Classification|Patents,2,"",20220329,"AbaChemScene|BLD Pharm|BOC Sciences|Debye Scientific Co., Ltd|InvivoChem|MedChemexpress MCE|PATENTSCOPE (WIPO)|SureChEMBL",Chemical Vendors|Curation Efforts|Governmental Organizations|Research and Development,""
162494732,KRAS G12C inhibitor 56,KRAS G12C inhibitor 56|SCHEMBL24091826|HY-148261|CS-0617473|2749963-77-5,617.800,C32H39N7O4S,172.000,1080.000,5.300,44,1,11,8,"InChI=1S/C32H39N7O4S/c1-5-28(40)39-14-10-20(11-15-39)42-27-17-26(41-19(2)22-8-7-13-38(22)4)35-31(36-27)23-16-25(37-43-23)32(3)12-6-9-24-29(32)21(18-33)30(34)44-24/h5,16-17,19-20,22H,1,6-15,34H2,2-4H3/t19-,22-,32+/m0/s1",C[C@@H]([C@@H]1CCCN1C)OC2=NC(=NC(=C2)OC3CCN(CC3)C(=O)C=C)C4=CC(=NO4)[C@]5(CCCC6=C5C(=C(S6)N)C#N)C,CC(C1CCCN1C)OC2=NC(=NC(=C2)OC3CCN(CC3)C(=O)C=C)C4=CC(=NO4)C5(CCCC6=C5C(=C(S6)N)C#N)C,VPGFGUVVEBRZJS-RKGKDDSLSA-N,"(4S)-2-amino-4-methyl-4-[5-[4-[(1S)-1-[(2S)-1-methylpyrrolidin-2-yl]ethoxy]-6-(1-prop-2-enoylpiperidin-4-yl)oxypyrimidin-2-yl]-1,2-oxazol-3-yl]-6,7-dihydro-5H-1-benzothiophene-3-carbonitrile",617.278,617.278,0,1,0,3,3,0,0,0,0,0,1,1,"",Patents,1,"",20220206,AbaChemScene|Google Patents|MedChemexpress MCE|PATENTSCOPE (WIPO)|SureChEMBL|TargetMol,Chemical Vendors|Curation Efforts|Governmental Organizations|Research and Development,""
159448580,KRAS G12C inhibitor 44,KRAS G12C inhibitor 44|2927439-07-2|SCHEMBL23645261|HY-142946|CS-0373987,579.100,C31H36ClFN6O2,85.600,1040.000,5.300,41,0,8,6,"InChI=1S/C31H36ClFN6O2/c1-20(33)29(40)39-16-15-38(18-21(39)10-13-34)28-24-9-12-31(11-8-23-25(31)6-3-7-26(23)32)17-27(24)35-30(36-28)41-19-22-5-4-14-37(22)2/h3,6-7,21-22H,1,4-5,8-12,14-19H2,2H3/t21-,22-,31-/m0/s1",CN1CCC[C@H]1COC2=NC3=C(CC[C@]4(C3)CCC5=C4C=CC=C5Cl)C(=N2)N6CCN([C@H](C6)CC#N)C(=O)C(=C)F,CN1CCCC1COC2=NC3=C(CCC4(C3)CCC5=C4C=CC=C5Cl)C(=N2)N6CCN(C(C6)CC#N)C(=O)C(=C)F,LTBOVTGFAXPDLV-CYYCZYJVSA-N,"2-[(2S)-4-[(3R)-7-chloro-2'-[[(2S)-1-methylpyrrolidin-2-yl]methoxy]spiro[1,2-dihydroindene-3,7'-6,8-dihydro-5H-quinazoline]-4'-yl]-1-(2-fluoroprop-2-enoyl)piperazin-2-yl]acetonitrile",578.257,578.257,0,1,0,3,3,0,0,0,0,0,3,1,"",Classification|Patents,2,"",20211203,AbaChemScene|BLD Pharm|Google Patents|MedChemexpress MCE|PATENTSCOPE (WIPO)|SureChEMBL|TargetMol,Chemical Vendors|Curation Efforts|Governmental Organizations|Research and Development,""
157827766,Glecirasib,Glecirasib|KRAS G12C inhibitor 36|KRAS G12C inhibitor 62|2657613-87-9|2658588-10-2|glecirasib [INN]|UP75WH4QKM|CHEMBL5314518|SCHEMBL23830094|EX-A8185Q|DA-54672|HY-143589|HY-157067|CS-0373885|CS-0904896|2658538-04-4,640.000,C31H26ClF4N7O2,119.000,1240.000,4.400,45,1,11,5,"InChI=1S/C31H26ClF4N7O2/c1-5-19(44)41-8-10-42(11-9-41)29-16-12-18(32)27(20-21(33)22(34)23(35)24(36)25(20)38)40-30(16)43(31(45)17(29)13-37)28-15(4)6-7-39-26(28)14(2)3/h5-7,12,14H,1,8-11,38H2,2-4H3",CC1=C(C(=NC=C1)C(C)C)N2C3=NC(=C(C=C3C(=C(C2=O)C#N)N4CCN(CC4)C(=O)C=C)Cl)C5=C(C(=C(C(=C5F)F)F)F)N,CC1=C(C(=NC=C1)C(C)C)N2C3=NC(=C(C=C3C(=C(C2=O)C#N)N4CCN(CC4)C(=O)C=C)Cl)C5=C(C(=C(C(=C5F)F)F)F)N,QRRJEUIQLZNPIO-UHFFFAOYSA-N,"7-(2-amino-3,4,5,6-tetrafluorophenyl)-6-chloro-1-(4-methyl-2-propan-2-ylpyridin-3-yl)-2-oxo-4-(4-prop-2-enoylpiperazin-1-yl)-1,8-naphthyridine-3-carbonitrile",639.177,639.177,0,1,0,0,0,0,0,0,0,0,3,1,"",Classification|Drug and Medication Information|Patents|Associated Disorders and Diseases,4,"",20211203,"AbaChemScene|BLD Pharm|ChEMBL|Debye Scientific Co., Ltd|Excenen Pharmatech|FDA Global Substance Registration System (GSRS)|Google Patents|MedChemexpress MCE|MolGenie|MolPort|PATENTSCOPE (WIPO)|SureChEMBL|TargetMol",Chemical Vendors|Curation Efforts|Governmental Organizations|Research and Development,""
157023643,KRAS G12C inhibitor 21,KRAS G12C inhibitor 21|2737269-61-1|DA-74789|HY-145018|CS-0312207,580.100,C34H30ClN3O4,81.200,1050.000,6.800,42,1,4,6,"InChI=1S/C34H30ClN3O4/c1-4-32(40)36-17-21(18-36)19-37-30-16-28(35)27(26-14-23(39)13-22-9-5-6-11-25(22)26)15-31(30)38(34(42)33(37)41)29-12-8-7-10-24(29)20(2)3/h4-16,20-21,39H,1,17-19H2,2-3H3",CC(C)C1=CC=CC=C1N2C3=C(C=C(C(=C3)C4=CC(=CC5=CC=CC=C54)O)Cl)N(C(=O)C2=O)CC6CN(C6)C(=O)C=C,CC(C)C1=CC=CC=C1N2C3=C(C=C(C(=C3)C4=CC(=CC5=CC=CC=C54)O)Cl)N(C(=O)C2=O)CC6CN(C6)C(=O)C=C,RGGFDCIDHSJZIS-UHFFFAOYSA-N,"6-chloro-7-(3-hydroxynaphthalen-1-yl)-1-(2-propan-2-ylphenyl)-4-[(1-prop-2-enoylazetidin-3-yl)methyl]quinoxaline-2,3-dione",579.192,579.192,0,1,0,0,0,0,0,0,0,0,0,0,"",Patents,1,"",20211130,"AbaChemScene|BLD Pharm|BOC Sciences|Debye Scientific Co., Ltd|MedChemexpress MCE|PATENTSCOPE (WIPO)|TargetMol",Chemical Vendors|Governmental Organizations,""
157023450,KRAS G12C inhibitor 22,"KRAS G12C inhibitor 22|2736599-72-5|DA-64770|HY-145019|CS-0312208|2-[(2S)-4-[2-[[(2S)-1-methylpyrrolidin-2-yl]methoxy]-7-(5,6,7,8-tetrahydronaphthalen-1-yl)-6,8-dihydro-5H-pyrido[3,4-d]pyrimidin-4-yl]-1-prop-2-enoylpiperazin-2-yl]acetonitrile",555.700,C32H41N7O2,88.800,969.000,4.200,41,0,8,7,"InChI=1S/C32H41N7O2/c1-3-30(40)39-19-18-38(20-24(39)13-15-33)31-27-14-17-37(29-12-6-9-23-8-4-5-11-26(23)29)21-28(27)34-32(35-31)41-22-25-10-7-16-36(25)2/h3,6,9,12,24-25H,1,4-5,7-8,10-11,13-14,16-22H2,2H3/t24-,25-/m0/s1",CN1CCC[C@H]1COC2=NC3=C(CCN(C3)C4=CC=CC5=C4CCCC5)C(=N2)N6CCN([C@H](C6)CC#N)C(=O)C=C,CN1CCCC1COC2=NC3=C(CCN(C3)C4=CC=CC5=C4CCCC5)C(=N2)N6CCN(C(C6)CC#N)C(=O)C=C,KTRZIDXGTRBXAH-DQEYMECFSA-N,"2-[(2S)-4-[2-[[(2S)-1-methylpyrrolidin-2-yl]methoxy]-7-(5,6,7,8-tetrahydronaphthalen-1-yl)-6,8-dihydro-5H-pyrido[3,4-d]pyrimidin-4-yl]-1-prop-2-enoylpiperazin-2-yl]acetonitrile",555.332,555.332,0,1,0,2,2,0,0,0,0,0,0,0,"",Patents,1,"",20211130,"AbaChemScene|BLD Pharm|BOC Sciences|Debye Scientific Co., Ltd|InvivoChem|MedChemexpress MCE|PATENTSCOPE (WIPO)|TargetMol",Chemical Vendors|Governmental Organizations,""
157023122,KRAS G12C inhibitor 24,"KRAS G12C inhibitor 24|2735742-75-1|SCHEMBL23986308|DA-64771|HY-145021|CS-0312211|1-[4-[7-(2-amino-7-fluoro-1,3-benzothiazol-4-yl)-6-chloro-8-fluoro-2-[[(2S)-1-methylpyrrolidin-2-yl]methoxy]quinazolin-4-yl]piperazin-1-yl]prop-2-en-1-one",600.100,C28H28ClF2N7O2S,129.000,951.000,5.300,41,1,11,6,"InChI=1S/C28H28ClF2N7O2S/c1-3-20(39)37-9-11-38(12-10-37)26-17-13-18(29)21(16-6-7-19(30)25-24(16)33-27(32)41-25)22(31)23(17)34-28(35-26)40-14-15-5-4-8-36(15)2/h3,6-7,13,15H,1,4-5,8-12,14H2,2H3,(H2,32,33)/t15-/m0/s1",CN1CCC[C@H]1COC2=NC3=C(C(=C(C=C3C(=N2)N4CCN(CC4)C(=O)C=C)Cl)C5=C6C(=C(C=C5)F)SC(=N6)N)F,CN1CCCC1COC2=NC3=C(C(=C(C=C3C(=N2)N4CCN(CC4)C(=O)C=C)Cl)C5=C6C(=C(C=C5)F)SC(=N6)N)F,CDTUKBVALQMBRD-HNNXBMFYSA-N,"1-[4-[7-(2-amino-7-fluoro-1,3-benzothiazol-4-yl)-6-chloro-8-fluoro-2-[[(2S)-1-methylpyrrolidin-2-yl]methoxy]quinazolin-4-yl]piperazin-1-yl]prop-2-en-1-one",599.168,599.168,0,1,0,1,1,0,0,0,0,0,1,1,"",Classification|Patents,2,"",20211130,"AbaChemScene|BLD Pharm|BOC Sciences|Debye Scientific Co., Ltd|InvivoChem|MedChemexpress MCE|PATENTSCOPE (WIPO)|SureChEMBL|TargetMol",Chemical Vendors|Curation Efforts|Governmental Organizations|Research and Development,""
156898354,KRAS G12C inhibitor 25,KRAS G12C inhibitor 25|2734060-73-0|SCHEMBL23931956|DA-54666|HY-145022|CS-0312217,555.700,C32H41N7O2,88.800,969.000,4.100,41,0,8,7,"InChI=1S/C32H41N7O2/c1-3-30(40)39-19-18-37(21-25(39)14-15-33)31-27-13-12-24(38-17-6-9-23-8-4-5-11-29(23)38)20-28(27)34-32(35-31)41-22-26-10-7-16-36(26)2/h3-5,8,11,24-26H,1,6-7,9-10,12-14,16-22H2,2H3/t24-,25+,26+/m1/s1",CN1CCC[C@H]1COC2=NC3=C(CC[C@H](C3)N4CCCC5=CC=CC=C54)C(=N2)N6CCN([C@H](C6)CC#N)C(=O)C=C,CN1CCCC1COC2=NC3=C(CCC(C3)N4CCCC5=CC=CC=C54)C(=N2)N6CCN(C(C6)CC#N)C(=O)C=C,BVNQVRSIVGNVET-ZNZIZOMTSA-N,"2-[(2S)-4-[(7R)-7-(3,4-dihydro-2H-quinolin-1-yl)-2-[[(2S)-1-methylpyrrolidin-2-yl]methoxy]-5,6,7,8-tetrahydroquinazolin-4-yl]-1-prop-2-enoylpiperazin-2-yl]acetonitrile",555.332,555.332,0,1,0,3,3,0,0,0,0,0,1,1,"",Patents,1,"",20211110,"AbaChemScene|BLD Pharm|BOC Sciences|Debye Scientific Co., Ltd|MedChemexpress MCE|PATENTSCOPE (WIPO)|SureChEMBL|TargetMol",Chemical Vendors|Curation Efforts|Governmental Organizations|Research and Development,""
156805856,KRAS G12C inhibitor 45,"KRAS G12C inhibitor 45|2670380-74-0|SCHEMBL24108720|DA-54674|HY-142947|CS-0374000|4-[(2S,5R)-2,5-dimethyl-4-prop-2-enoylpiperazin-1-yl]-6-fluoro-7-(2-fluoro-6-hydroxyphenyl)-1-(2-methylsulfonyl-6-propan-2-ylphenyl)pyrido[2,3-d]pyrimidin-2-one",637.700,C32H33F2N5O5S,132.000,1280.000,4.300,45,1,8,6,"InChI=1S/C32H33F2N5O5S/c1-7-26(41)37-15-19(5)38(16-18(37)4)30-21-14-23(34)28(27-22(33)11-9-12-24(27)40)35-31(21)39(32(42)36-30)29-20(17(2)3)10-8-13-25(29)45(6,43)44/h7-14,17-19,40H,1,15-16H2,2-6H3/t18-,19+/m1/s1",C[C@@H]1CN([C@H](CN1C(=O)C=C)C)C2=NC(=O)N(C3=NC(=C(C=C32)F)C4=C(C=CC=C4F)O)C5=C(C=CC=C5S(=O)(=O)C)C(C)C,CC1CN(C(CN1C(=O)C=C)C)C2=NC(=O)N(C3=NC(=C(C=C32)F)C4=C(C=CC=C4F)O)C5=C(C=CC=C5S(=O)(=O)C)C(C)C,DVYNJKUHECHEDC-MOPGFXCFSA-N,"4-[(2S,5R)-2,5-dimethyl-4-prop-2-enoylpiperazin-1-yl]-6-fluoro-7-(2-fluoro-6-hydroxyphenyl)-1-(2-methylsulfonyl-6-propan-2-ylphenyl)pyrido[2,3-d]pyrimidin-2-one",637.217,637.217,0,1,0,2,2,0,0,0,0,0,2,2,"",Classification|Patents,2,"",20211110,"AbaChemScene|Debye Scientific Co., Ltd|Google Patents|InvivoChem|MedChemexpress MCE|PATENTSCOPE (WIPO)|SureChEMBL|TargetMol",Chemical Vendors|Curation Efforts|Governmental Organizations|Research and Development,""
156768584,KRAS G12C inhibitor 35,KRAS G12C inhibitor 35|2650550-87-9|DA-74794|HY-143588|CS-0373866,605.000,C31H27ClF2N6O3,114.000,1170.000,4.600,43,1,9,5,"InChI=1S/C31H27ClF2N6O3/c1-5-23(42)38-10-12-39(13-11-38)29-18-14-21(33)27(24-22(41)7-6-20(32)25(24)34)37-30(18)40(31(43)19(29)15-35)28-17(4)8-9-36-26(28)16(2)3/h5-9,14,16,41H,1,10-13H2,2-4H3",CC1=C(C(=NC=C1)C(C)C)N2C3=NC(=C(C=C3C(=C(C2=O)C#N)N4CCN(CC4)C(=O)C=C)F)C5=C(C=CC(=C5F)Cl)O,CC1=C(C(=NC=C1)C(C)C)N2C3=NC(=C(C=C3C(=C(C2=O)C#N)N4CCN(CC4)C(=O)C=C)F)C5=C(C=CC(=C5F)Cl)O,VKOUGWHSWXDAGP-UHFFFAOYSA-N,"7-(3-chloro-2-fluoro-6-hydroxyphenyl)-6-fluoro-1-(4-methyl-2-propan-2-ylpyridin-3-yl)-2-oxo-4-(4-prop-2-enoylpiperazin-1-yl)-1,8-naphthyridine-3-carbonitrile",604.18,604.18,0,1,0,0,0,0,0,0,0,0,0,0,"",Classification|Patents,2,"",20211110,"AbaChemScene|BLD Pharm|Debye Scientific Co., Ltd|MedChemexpress MCE|PATENTSCOPE (WIPO)|TargetMol",Chemical Vendors|Governmental Organizations,""
156766505,KRAS G12C inhibitor 33,"KRAS G12C inhibitor 33|2648985-02-6|SCHEMBL25248712|DA-74793|HY-142490|CS-0372530|2-methyl-6-[[(2S)-1-methylpyrrolidin-2-yl]methoxy]-3-naphthalen-1-yl-8-(4-prop-2-enoylpiperazin-1-yl)pyrimido[5,4-d]pyrimidin-4-one",539.600,C30H33N7O3,94.500,982.000,3.500,40,0,8,6,"InChI=1S/C30H33N7O3/c1-4-25(38)35-15-17-36(18-16-35)28-26-27(32-30(33-28)40-19-22-11-8-14-34(22)3)29(39)37(20(2)31-26)24-13-7-10-21-9-5-6-12-23(21)24/h4-7,9-10,12-13,22H,1,8,11,14-19H2,2-3H3/t22-/m0/s1",CC1=NC2=C(C(=O)N1C3=CC=CC4=CC=CC=C43)N=C(N=C2N5CCN(CC5)C(=O)C=C)OC[C@@H]6CCCN6C,CC1=NC2=C(C(=O)N1C3=CC=CC4=CC=CC=C43)N=C(N=C2N5CCN(CC5)C(=O)C=C)OCC6CCCN6C,BZZYACFDPKVXKG-QFIPXVFZSA-N,"2-methyl-6-[[(2S)-1-methylpyrrolidin-2-yl]methoxy]-3-naphthalen-1-yl-8-(4-prop-2-enoylpiperazin-1-yl)pyrimido[5,4-d]pyrimidin-4-one",539.264,539.264,0,1,0,1,1,0,0,0,0,0,0,0,"",Patents,1,"",20211110,"AbaChemScene|BLD Pharm|Debye Scientific Co., Ltd|InvivoChem|MedChemexpress MCE|PATENTSCOPE (WIPO)|SureChEMBL|TargetMol",Chemical Vendors|Curation Efforts|Governmental Organizations|Research and Development,""
156554934,KRAS G12C inhibitor 41,"KRAS G12C inhibitor 41|2660014-65-1|SCHEMBL23598802|DA-74796|HY-143596|CS-0373936|2-[(2S)-4-[7-(8-chloro-7-fluoronaphthalen-1-yl)-2-[[(2S)-1-methylpyrrolidin-2-yl]methoxy]-6,8-dihydro-5H-pyrido[3,4-d]pyrimidin-4-yl]-1-(2-pyrimidin-5-ylprop-2-enoyl)piperazin-2-yl]acetonitrile",682.200,C36H37ClFN9O2,115.000,1220.000,4.800,49,0,11,8,"InChI=1S/C36H37ClFN9O2/c1-23(25-17-40-22-41-18-25)35(48)47-16-15-46(19-26(47)10-12-39)34-28-11-14-45(31-7-3-5-24-8-9-29(38)33(37)32(24)31)20-30(28)42-36(43-34)49-21-27-6-4-13-44(27)2/h3,5,7-9,17-18,22,26-27H,1,4,6,10-11,13-16,19-21H2,2H3/t26-,27-/m0/s1",CN1CCC[C@H]1COC2=NC3=C(CCN(C3)C4=CC=CC5=C4C(=C(C=C5)F)Cl)C(=N2)N6CCN([C@H](C6)CC#N)C(=O)C(=C)C7=CN=CN=C7,CN1CCCC1COC2=NC3=C(CCN(C3)C4=CC=CC5=C4C(=C(C=C5)F)Cl)C(=N2)N6CCN(C(C6)CC#N)C(=O)C(=C)C7=CN=CN=C7,INJGVJAHNUVYJU-SVBPBHIXSA-N,"2-[(2S)-4-[7-(8-chloro-7-fluoronaphthalen-1-yl)-2-[[(2S)-1-methylpyrrolidin-2-yl]methoxy]-6,8-dihydro-5H-pyrido[3,4-d]pyrimidin-4-yl]-1-(2-pyrimidin-5-ylprop-2-enoyl)piperazin-2-yl]acetonitrile",681.274,681.274,0,1,0,2,2,0,0,0,0,0,1,1,"",Classification|Patents,2,"",20210821,"AbaChemScene|BLD Pharm|Debye Scientific Co., Ltd|Google Patents|InvivoChem|MedChemexpress MCE|SureChEMBL|TargetMol",Chemical Vendors|Curation Efforts|Research and Development,""
156554845,KRAS G12C inhibitor 40,"KRAS G12C inhibitor 40|2660014-14-0|SCHEMBL23598706|DA-64774|HY-143594|CS-0373933|2-[(2S)-4-[7-(8-chloro-7-fluoronaphthalen-1-yl)-2-[[(2S)-1-methylpyrrolidin-2-yl]methoxy]-6,8-dihydro-5H-pyrido[3,4-d]pyrimidin-4-yl]-1-[(E)-3-(1,2,4-triazol-1-yl)prop-2-enoyl]piperazin-2-yl]acetonitrile",671.200,C34H36ClFN10O2,120.000,1190.000,4.200,48,0,11,8,"InChI=1S/C34H36ClFN10O2/c1-42-13-3-5-25(42)20-48-34-40-28-19-43(29-6-2-4-23-7-8-27(36)32(35)31(23)29)14-10-26(28)33(41-34)44-16-17-46(24(18-44)9-12-37)30(47)11-15-45-22-38-21-39-45/h2,4,6-8,11,15,21-22,24-25H,3,5,9-10,13-14,16-20H2,1H3/b15-11+/t24-,25-/m0/s1",CN1CCC[C@H]1COC2=NC3=C(CCN(C3)C4=CC=CC5=C4C(=C(C=C5)F)Cl)C(=N2)N6CCN([C@H](C6)CC#N)C(=O)/C=C/N7C=NC=N7,CN1CCCC1COC2=NC3=C(CCN(C3)C4=CC=CC5=C4C(=C(C=C5)F)Cl)C(=N2)N6CCN(C(C6)CC#N)C(=O)C=CN7C=NC=N7,BLVBQVLTXVPOLH-LPMFOMBZSA-N,"2-[(2S)-4-[7-(8-chloro-7-fluoronaphthalen-1-yl)-2-[[(2S)-1-methylpyrrolidin-2-yl]methoxy]-6,8-dihydro-5H-pyrido[3,4-d]pyrimidin-4-yl]-1-[(E)-3-(1,2,4-triazol-1-yl)prop-2-enoyl]piperazin-2-yl]acetonitrile",670.27,670.27,0,1,0,2,2,0,1,1,0,0,1,1,"",Classification|Patents,2,"",20210821,"AbaChemScene|BLD Pharm|Debye Scientific Co., Ltd|InvivoChem|MedChemexpress MCE|SureChEMBL|TargetMol",Chemical Vendors|Curation Efforts|Research and Development,""
156546145,KRAS G12C inhibitor 38,KRAS G12C inhibitor 38|2660324-77-4|SCHEMBL23588659|DA-74795|HY-143591|CS-0373916,700.800,C38H43F3N8O2,93.700,1270.000,6.900,51,1,11,8,"InChI=1S/C38H43F3N8O2/c1-3-30(50)49-20-37(21-49)10-14-47(15-11-37)35-27-16-26(24-7-8-24)32(31-23(2)6-9-29-28(31)17-42-45-29)34(51-22-38(39,40)41)33(27)43-36(44-35)48-18-25(19-48)46-12-4-5-13-46/h3,6,9,16-17,24-25H,1,4-5,7-8,10-15,18-22H2,2H3,(H,42,45)",CC1=C(C2=C(C=C1)NN=C2)C3=C(C=C4C(=C3OCC(F)(F)F)N=C(N=C4N5CCC6(CC5)CN(C6)C(=O)C=C)N7CC(C7)N8CCCC8)C9CC9,CC1=C(C2=C(C=C1)NN=C2)C3=C(C=C4C(=C3OCC(F)(F)F)N=C(N=C4N5CCC6(CC5)CN(C6)C(=O)C=C)N7CC(C7)N8CCCC8)C9CC9,PBENVJNCTVARNW-UHFFFAOYSA-N,"1-[7-[6-cyclopropyl-7-(5-methyl-1H-indazol-4-yl)-2-(3-pyrrolidin-1-ylazetidin-1-yl)-8-(2,2,2-trifluoroethoxy)quinazolin-4-yl]-2,7-diazaspiro[3.5]nonan-2-yl]prop-2-en-1-one",700.346,700.346,0,1,0,0,0,0,0,0,0,0,1,1,"",Classification|Patents,2,"",20210821,"AbaChemScene|BLD Pharm|Debye Scientific Co., Ltd|MedChemexpress MCE|PATENTSCOPE (WIPO)|SureChEMBL",Chemical Vendors|Curation Efforts|Governmental Organizations|Research and Development,""
